"","k$x","k$seasonal","k$trend","k$random"
"1",0,0.365972222222222,NA,NA
"2",0,1.43263888888889,NA,NA
"3",0,0.774305555555556,NA,NA
"4",0,0.678472222222222,NA,NA
"5",0,-0.94236111111111,NA,NA
"6",0,-0.909027777777778,NA,NA
"7",0,-1.36736111111111,0,1.36736111111111
"8",0,-1.44236111111111,0,1.44236111111111
"9",0,-0.742361111111111,0,0.742361111111111
"10",0,0.695138888888889,0,-0.695138888888889
"11",0,-0.121527777777778,0,0.121527777777778
"12",0,1.57847222222222,0,-1.57847222222222
"13",0,0.365972222222222,0,-0.365972222222222
"14",0,1.43263888888889,0,-1.43263888888889
"15",0,0.774305555555556,0,-0.774305555555556
"16",0,0.678472222222222,0,-0.678472222222222
"17",0,-0.94236111111111,0,0.94236111111111
"18",0,-0.909027777777778,0,0.909027777777778
"19",0,-1.36736111111111,0,1.36736111111111
"20",0,-1.44236111111111,0,1.44236111111111
"21",0,-0.742361111111111,0,0.742361111111111
"22",0,0.695138888888889,0,-0.695138888888889
"23",0,-0.121527777777778,0,0.121527777777778
"24",0,1.57847222222222,0.0416666666666667,-1.62013888888889
"25",0,0.365972222222222,0.0833333333333333,-0.449305555555555
"26",0,1.43263888888889,0.0833333333333333,-1.51597222222222
"27",0,0.774305555555556,0.125,-0.899305555555556
"28",0,0.678472222222222,0.166666666666667,-0.845138888888889
"29",0,-0.94236111111111,0.166666666666667,0.775694444444443
"30",1,-0.909027777777778,0.166666666666667,1.74236111111111
"31",0,-1.36736111111111,0.208333333333333,1.15902777777778
"32",0,-1.44236111111111,0.25,1.19236111111111
"33",1,-0.742361111111111,0.25,1.49236111111111
"34",0,0.695138888888889,0.25,-0.945138888888889
"35",0,-0.121527777777778,0.25,-0.128472222222222
"36",0,1.57847222222222,0.208333333333333,-1.78680555555555
"37",1,0.365972222222222,0.166666666666667,0.467361111111112
"38",0,1.43263888888889,0.166666666666667,-1.59930555555556
"39",0,0.774305555555556,0.125,-0.899305555555556
"40",0,0.678472222222222,0.0833333333333333,-0.761805555555556
"41",0,-0.94236111111111,0.0833333333333333,0.859027777777776
"42",0,-0.909027777777778,0.208333333333333,0.700694444444445
"43",0,-1.36736111111111,0.291666666666667,1.07569444444444
"44",0,-1.44236111111111,0.25,1.19236111111111
"45",0,-0.742361111111111,0.25,0.492361111111111
"46",0,0.695138888888889,0.25,-0.945138888888889
"47",0,-0.121527777777778,0.25,-0.128472222222222
"48",3,1.57847222222222,0.333333333333333,1.08819444444445
"49",0,0.365972222222222,0.458333333333333,-0.824305555555555
"50",0,1.43263888888889,0.5,-1.93263888888889
"51",0,0.774305555555556,0.541666666666667,-1.31597222222222
"52",0,0.678472222222222,0.625,-1.30347222222222
"53",0,-0.94236111111111,0.666666666666667,0.275694444444443
"54",2,-0.909027777777778,0.583333333333333,2.32569444444444
"55",1,-1.36736111111111,0.5,1.86736111111111
"56",0,-1.44236111111111,0.541666666666667,0.900694444444444
"57",1,-0.742361111111111,0.625,1.11736111111111
"58",1,0.695138888888889,0.708333333333333,-0.403472222222223
"59",0,-0.121527777777778,0.791666666666667,-0.670138888888888
"60",1,1.57847222222222,0.791666666666667,-1.37013888888889
"61",0,0.365972222222222,0.791666666666667,-1.15763888888889
"62",1,1.43263888888889,0.875,-1.30763888888889
"63",1,0.774305555555556,0.916666666666667,-0.690972222222222
"64",1,0.678472222222222,0.958333333333333,-0.636805555555556
"65",1,-0.94236111111111,1.04166666666667,0.900694444444443
"66",1,-0.909027777777778,1.125,0.784027777777778
"67",2,-1.36736111111111,1.25,2.11736111111111
"68",1,-1.44236111111111,1.41666666666667,1.02569444444444
"69",1,-0.742361111111111,1.58333333333333,0.159027777777778
"70",2,0.695138888888889,1.79166666666667,-0.486805555555556
"71",1,-0.121527777777778,2,-0.878472222222222
"72",2,1.57847222222222,2.16666666666667,-1.74513888888889
"73",2,0.365972222222222,2.29166666666667,-0.657638888888889
"74",3,1.43263888888889,2.41666666666667,-0.849305555555556
"75",3,0.774305555555556,2.54166666666667,-0.315972222222222
"76",4,0.678472222222222,2.66666666666667,0.654861111111111
"77",3,-0.94236111111111,2.875,1.06736111111111
"78",3,-0.909027777777778,3.16666666666667,0.742361111111111
"79",3,-1.36736111111111,3.45833333333333,0.909027777777778
"80",3,-1.44236111111111,3.75,0.692361111111111
"81",2,-0.742361111111111,4,-1.25763888888889
"82",4,0.695138888888889,4.25,-0.94513888888889
"83",4,-0.121527777777778,4.45833333333333,-0.336805555555555
"84",6,1.57847222222222,4.625,-0.203472222222221
"85",5,0.365972222222222,4.79166666666667,-0.157638888888888
"86",7,1.43263888888889,4.91666666666667,0.650694444444445
"87",5,0.774305555555556,5.16666666666667,-0.940972222222221
"88",8,0.678472222222222,5.58333333333333,1.73819444444444
"89",4,-0.94236111111111,6.04166666666667,-1.09930555555556
"90",6,-0.909027777777778,6.54166666666667,0.367361111111111
"91",4,-1.36736111111111,7.08333333333333,-1.71597222222222
"92",5,-1.44236111111111,7.54166666666667,-1.09930555555556
"93",6,-0.742361111111111,8,-1.25763888888889
"94",10,0.695138888888889,8.41666666666667,0.888194444444444
"95",9,-0.121527777777778,8.95833333333333,0.163194444444446
"96",13,1.57847222222222,9.54166666666667,1.87986111111111
"97",11,0.365972222222222,9.95833333333333,0.675694444444444
"98",12,1.43263888888889,10.375,0.19236111111111
"99",11,0.774305555555556,10.875,-0.649305555555557
"100",12,0.678472222222222,11.5,-0.17847222222222
"101",13,-0.94236111111111,12.2083333333333,1.73402777777778
"102",11,-0.909027777777778,12.9583333333333,-1.04930555555555
"103",9,-1.36736111111111,13.7916666666667,-3.42430555555555
"104",10,-1.44236111111111,14.75,-3.30763888888889
"105",13,-0.742361111111111,15.875,-2.13263888888889
"106",18,0.695138888888889,17.2916666666667,0.0131944444444443
"107",18,-0.121527777777778,18.6666666666667,-0.545138888888893
"108",22,1.57847222222222,20,0.421527777777783
"109",22,0.365972222222222,21.4166666666667,0.217361111111114
"110",24,1.43263888888889,22.8333333333333,-0.265972222222221
"111",26,0.774305555555556,24.4583333333333,0.767361111111111
"112",31,0.678472222222222,26.2916666666667,4.02986111111111
"113",27,-0.94236111111111,28.125,-0.182638888888881
"114",29,-0.909027777777778,29.9166666666667,-0.00763888888888786
"115",25,-1.36736111111111,31.625,-5.25763888888889
"116",28,-1.44236111111111,33.4583333333333,-4.01597222222222
"117",34,-0.742361111111111,35.375,-0.632638888888891
"118",41,0.695138888888889,36.625,3.67986111111112
"119",39,-0.121527777777778,37.375,1.74652777777778
"120",44,1.57847222222222,38.0416666666667,4.3798611111111
"121",41,0.365972222222222,38.9166666666667,1.71736111111111
"122",49,1.43263888888889,40.0416666666667,7.52569444444445
"123",47,0.774305555555556,41.0416666666667,5.18402777777778
"124",40,0.678472222222222,41.875,-2.55347222222223
"125",36,-0.94236111111111,42.75,-5.80763888888888
"126",36,-0.909027777777778,43.9583333333333,-7.04930555555556
"127",39,-1.36736111111111,NA,NA
"128",41,-1.44236111111111,NA,NA
"129",45,-0.742361111111111,NA,NA
"130",50,0.695138888888889,NA,NA
"131",51,-0.121527777777778,NA,NA
"132",61,1.57847222222222,NA,NA
